178527034606092288,4524.515151515151,☠☠☠HighBoar☠☠☠#6477
197477133675659264,4532.424242424239,Biel#2086
600715706673266729,3008.787878787879,SoldierofFEB#0311
269539802292944896,1957.9090909090894,†BeelzeBruno†#3499
666793335846993960,814.0606060606061,yP4nda#2152
304317220438278156,3104.9999999999995,Waflee#1101
381434660028153868,854.5757575757575,Carlos1436#9467
641428822486548482,82.27272727272725,ROCKWINS     ✭✭✭✭✭#6388
597167382024290305,729.7272727272726,Guilherme Sampaio#5508
238023101927915521,5.909090909090908,None
675456826804011066,30.242424242424235,Ancapculte#9337
678953237751005196,1487.9393939393933,Raphael Serazi#2779
596429669557862440,22.454545454545453,Erik Hoffmann#2585
415159741107404800,891.9393939393939,Mira#5239
519226954323329064,117.96969696969697,オレンジジュース#4596
590995869604511762,625.6060606060606,Bob Gallo#3239
408792603975483422,76.72727272727275,Erry#1745
540326027067392000,794.969696969697,Bruno_#6294
526804769885650964,2.787878787878788,None
201802670355382272,187.54545454545456,Sir Adrikino#9929
619864617203662890,298.6666666666668,Acedesventura#9916
252562252052430849,7.2727272727272725,None
382636924915154946,161.24242424242425,Esae#3838
187619462311182337,38.121212121212125,mostroengo#2538
673570698689773571,8.666666666666666,None
354036407913676802,17.666666666666668,None
290806361304989697,35.81818181818181,Pinheiro#6114
246822452498399232,36.00000000000001,MatthMiller#4709
676757761916141568,10.696969696969697,El Sherlock 2#8961
468518622495768586,0.0,None
625989080571707394,107.03030303030302,None
231775987002507264,133.1818181818182,OneLaw#8138
443557246840864769,11.424242424242426,ToxicOtter#7373
537235128477548555,3.212121212121212,None
247363186775293952,12.515151515151516,None
579408515714514944,192.06060606060606,None
442529240081235978,6.121212121212121,None
637790527428886552,291.5757575757577,None
327637403668054026,0.36363636363636365,None
608770564420534293,18.0,ByakuyaAckermanKageyoshi.#9117
660328905118580736,24.0,None
546723707561967616,202.0,q0xWx0p#2719
673750111901188117,37.0,Deus Vult#3836
325061687344627732,4.0,Sarto#1975
176506123363418112,83.0,Kaiser Wilhelm#4036
379749686053044234,7.0,dabomb93 🐊#9317
412385934856945692,15.0,von_menesestein#5417
587297043010289672,22.0,Dudiinha#4148
366986476921159691,3.0,ghost33#9583
594610087927087106,16.0,kirichu443#8799
534206931330662410,2.0,DogeComuna#1070
412612144735977474,1.0,barros lucas#0822
440437010881183774,5.0,Biel Audio#3186
371462726511230976,3.0,None
321346463148015626,0.0,None
668646041821642753,0.0,None
391941623279255555,0.0,Light Yagami#1629
634475657090301955,0.0,None
235114151284965379,0.0,Verdel#6130
253292994768273408,0.0,None
524756529883381791,0.0,None
663592408117673994,0.0,None
501219293732667392,0.3333333333333333,Perigosu#5482
348611039795085314,0.0,None
678458410059956225,0.0,None
612032612713627685,0.0,None
674583883135844363,0.6666666666666666,Fernando Nikolash Richthofen#5885
362702147797647383,0.0,None
443376790292135936,1.7878787878787878,KevinUchiha15#5341
